5.000000000000000000e-01,4.500000000000000111e-01,1.000000000000000000e+00,9.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,3.000000000000000000e+00,1.700000000000000000e+01
5.000000000000000000e-01,-4.500000000000000111e-01,5.000000000000000000e+00,2.500000000000000000e+01
5.999999999999999778e-01,4.500000000000000111e-01,6.000000000000000000e+00,3.400000000000000000e+01
5.999999999999999778e-01,0.000000000000000000e+00,8.000000000000000000e+00,4.200000000000000000e+01
5.999999999999999778e-01,-4.500000000000000111e-01,1.000000000000000000e+01,5.000000000000000000e+01
6.999999999999999556e-01,4.500000000000000111e-01,1.200000000000000000e+01,5.800000000000000000e+01
6.999999999999999556e-01,0.000000000000000000e+00,1.300000000000000000e+01,6.700000000000000000e+01
6.999999999999999556e-01,-4.500000000000000111e-01,1.300000000000000000e+01,7.700000000000000000e+01
8.000000000000000444e-01,4.500000000000000111e-01,1.300000000000000000e+01,8.700000000000000000e+01
8.000000000000000444e-01,0.000000000000000000e+00,1.300000000000000000e+01,9.700000000000000000e+01
8.000000000000000444e-01,-4.500000000000000111e-01,1.400000000000000000e+01,1.060000000000000000e+02
9.000000000000000222e-01,4.500000000000000111e-01,1.400000000000000000e+01,1.160000000000000000e+02
9.000000000000000222e-01,0.000000000000000000e+00,1.400000000000000000e+01,1.260000000000000000e+02
9.000000000000000222e-01,-4.500000000000000111e-01,1.400000000000000000e+01,1.360000000000000000e+02
1.000000000000000000e+00,4.500000000000000111e-01,1.400000000000000000e+01,1.460000000000000000e+02
1.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,1.560000000000000000e+02
1.000000000000000000e+00,-4.500000000000000111e-01,1.400000000000000000e+01,1.660000000000000000e+02
1.100000000000000089e+00,4.500000000000000111e-01,1.400000000000000000e+01,1.710000000000000000e+02
1.100000000000000089e+00,0.000000000000000000e+00,1.400000000000000000e+01,1.740000000000000000e+02
1.100000000000000089e+00,-4.500000000000000111e-01,1.400000000000000000e+01,1.750000000000000000e+02
1.199999999999999956e+00,4.500000000000000111e-01,1.400000000000000000e+01,1.850000000000000000e+02
1.199999999999999956e+00,0.000000000000000000e+00,1.400000000000000000e+01,1.950000000000000000e+02
1.199999999999999956e+00,-4.500000000000000111e-01,1.400000000000000000e+01,2.050000000000000000e+02
1.300000000000000044e+00,4.500000000000000111e-01,1.400000000000000000e+01,2.150000000000000000e+02
1.300000000000000044e+00,0.000000000000000000e+00,1.400000000000000000e+01,2.250000000000000000e+02
1.300000000000000044e+00,-4.500000000000000111e-01,1.400000000000000000e+01,2.350000000000000000e+02
1.399999999999999911e+00,4.500000000000000111e-01,1.400000000000000000e+01,2.440000000000000000e+02
1.399999999999999911e+00,0.000000000000000000e+00,1.400000000000000000e+01,2.540000000000000000e+02
1.399999999999999911e+00,-4.500000000000000111e-01,1.400000000000000000e+01,2.640000000000000000e+02
1.500000000000000000e+00,4.500000000000000111e-01,1.400000000000000000e+01,2.740000000000000000e+02
1.500000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01,2.830000000000000000e+02
1.500000000000000000e+00,-4.500000000000000111e-01,1.700000000000000000e+01,2.910000000000000000e+02
1.600000000000000089e+00,4.500000000000000111e-01,1.900000000000000000e+01,2.990000000000000000e+02
1.600000000000000089e+00,0.000000000000000000e+00,2.300000000000000000e+01,3.050000000000000000e+02
1.600000000000000089e+00,-4.500000000000000111e-01,2.500000000000000000e+01,3.130000000000000000e+02
1.699999999999999956e+00,4.500000000000000111e-01,2.900000000000000000e+01,3.190000000000000000e+02
1.699999999999999956e+00,0.000000000000000000e+00,3.200000000000000000e+01,3.260000000000000000e+02
1.699999999999999956e+00,-4.500000000000000111e-01,3.500000000000000000e+01,3.330000000000000000e+02
1.800000000000000044e+00,4.500000000000000111e-01,4.100000000000000000e+01,3.360000000000000000e+02
1.800000000000000044e+00,0.000000000000000000e+00,4.500000000000000000e+01,3.420000000000000000e+02
1.800000000000000044e+00,-4.500000000000000111e-01,5.000000000000000000e+01,3.470000000000000000e+02
1.899999999999999911e+00,4.500000000000000111e-01,5.500000000000000000e+01,3.520000000000000000e+02
1.899999999999999911e+00,0.000000000000000000e+00,5.900000000000000000e+01,3.570000000000000000e+02
1.899999999999999911e+00,-4.500000000000000111e-01,6.600000000000000000e+01,3.600000000000000000e+02
2.000000000000000000e+00,4.500000000000000111e-01,7.000000000000000000e+01,3.650000000000000000e+02
2.000000000000000000e+00,0.000000000000000000e+00,7.400000000000000000e+01,3.710000000000000000e+02
2.000000000000000000e+00,-4.500000000000000111e-01,7.700000000000000000e+01,3.780000000000000000e+02
2.100000000000000089e+00,4.500000000000000111e-01,7.900000000000000000e+01,3.860000000000000000e+02
2.100000000000000089e+00,0.000000000000000000e+00,8.100000000000000000e+01,3.940000000000000000e+02
2.100000000000000089e+00,-4.500000000000000111e-01,8.500000000000000000e+01,4.000000000000000000e+02
2.200000000000000178e+00,4.500000000000000111e-01,8.700000000000000000e+01,4.080000000000000000e+02
2.200000000000000178e+00,0.000000000000000000e+00,8.800000000000000000e+01,4.170000000000000000e+02
2.200000000000000178e+00,-4.500000000000000111e-01,8.900000000000000000e+01,4.260000000000000000e+02
